uid,area,gerente,fecha,banda,calificacion,salario,seguro,vales
A07756,Hardware,Herlinda Thorp  ,42732,Banda 16,3,15897,794.85,158.97
A08388,Assembly,Gabrielle Merriman  ,42408,Banda 15,5,19312.5,1931.25,2124.375
A-7855,Assembly,Concepcion Sevin  ,42366,Banda 15,2,13417.2,1073.376,1744.236
G-8181,Software,Sarai Darosa  ,41686,Banda 15,2,9977.4,498.87,1097.514
A-7697,Business Services,Roosevelt Saleem  ,41386,Banda 15,2,9288.9,464.445,278.667
L-7493,Hardware,Quinn Coller  ,41108,Banda 15,4,15957.7,957.462,1117.039
A08091,Assembly,Enrique Kehrer  ,41720,Banda 15,3,11509,805.63,575.45
R07986,Administration,Kimi Witter  ,42457,Banda 16,3,22131,2213.1,1770.48
G07717,Software,Tyrell Herrmann  ,41314,Banda 16,2,19378.8,1162.728,387.576
G07809,Hardware,Nathalie Boettcher  ,43027,Banda 15,3,8522,596.54,511.32
G-7786,Administration,Kelley Bonenfant  ,42691,Banda 17,2,25020.9,1251.045,1501.254
G07895,Hardware,Juliet Pass  ,41492,Banda 16,3,22477,1573.39,1573.39
A-7388,Assembly,Jayme Tolleson  ,41141,Banda 16,3,17416,1393.28,2264.08
L-7843,Assembly,Shenika Lamont  ,42324,Banda 15,3,11900,1071,238
L-8198,Assembly,Margurite Everton  ,42665,Banda 19,2,57000.6,3990.042,1140.012
L08167,Software,Adelia Monty  ,42493,Banda 15,5,12423.75,745.425,1366.6125
R-7727,Software,Lindsey Eckel  ,42972,Banda 15,3,11011,770.77,1211.21
L-8439,Assembly,Kelley Bonenfant  ,41349,Banda 15,3,15030,1202.4,1052.1
A-7465,Hardware,Juliet Pass  ,40618,Banda 15,4,10719.5,750.365,321.585
A-7613,Assembly,Margareta Schwing  ,41503,Banda 15,3,15012,1351.08,300.24
A-7686,Software,Elayne Gauger  ,42576,Banda 16,4,16506.6,1155.462,990.396
A-7804,Software,Laverna Goble  ,41164,Banda 17,2,28183.5,1691.01,281.835
R-7950,Assembly,Noble Portis  ,41257,Banda 17,4,26680.5,1334.025,266.805
G07905,Assembly,Cristopher Stroble  ,41378,Banda 16,2,18465.3,1661.877,2031.183
A-8454,Assembly,Adelia Monty  ,40951,Banda 15,3,14484,1448.4,144.84
A-7981,Software,Lynne Gainey  ,42425,Banda 15,3,14878,1190.24,446.34
G08046,Hardware,Veola Frase  ,42604,Banda 15,3,12237,1223.7,1223.7
G08402,Administration,Ladawn Karner  ,41904,Banda 15,2,10128.6,709.002,810.288
A08447,Hardware,Elma Matheney  ,40755,Banda 18,3,42541,2127.05,850.82
G08147,Hardware,Lindsey Eckel  ,41068,Banda 15,4,16465.9,1152.613,1481.931
A07439,Hardware,Shenika Lamont  ,41047,Banda 17,3,22925,1834,1834
L08481,Hardware,Noble Portis  ,41301,Banda 17,3,29108,2328.64,4366.2
R-7442,Assembly,Herlinda Thorp  ,42794,Banda 15,1,7140,428.4,571.2
G07336,Software,Brigida Arzate  ,40648,Banda 17,2,19694.7,1969.47,2560.311
R07873,Software,Nathalie Boettcher  ,42168,Banda 16,4,19983.7,1398.859,1598.696
L-8471,Assembly,Nathalie Boettcher  ,41582,Banda 15,4,13548.7,1219.383,270.974
R07523,Software,Jayme Tolleson  ,41213,Banda 16,4,19961.7,998.085,1197.702
R08161,Software,Adelia Monty  ,42561,Banda 16,2,20109.6,1608.768,1407.672
L-7630,Assembly,Lourie Ealy  ,42355,Banda 15,4,12797.4,767.844,511.896
R-7488,Hardware,Herlinda Thorp  ,42496,Banda 15,2,10734.3,1073.43,1395.459
R-8346,Marketing,Sandy Mcgrady  ,41788,Banda 16,5,25603.75,1536.225,1536.225
A-8436,RESO,Adelia Monty  ,41482,Banda 15,4,9016.7,901.67,901.67
G-7741,Assembly,Shonta Stefan  ,41996,Banda 15,3,13676,1367.6,2051.4
L07679,Hardware,Hanh Kohut  ,41133,Banda 15,2,11641.5,931.32,931.32
L-7860,Assembly,Jeane Putney  ,40976,Banda 15,3,8889,800.01,800.01
R07556,Assembly,Shannan Dingess  ,41958,Banda 19,3,57759,2887.95,4620.72
A-8433,Assembly,Susanna Vosburgh  ,41147,Banda 17,2,24875.1,2238.759,3482.514
L-7479,Software,Kelley Bonenfant  ,40882,Banda 15,3,12799,639.95,255.98
G08049,Recursos Humanos,Elma Matheney  ,41352,Banda 17,5,35252.5,3172.725,1762.625
A07870,Hardware,Veola Frase  ,42118,Banda 16,3,20255,1620.4,405.1
R-7638,Software,Margareta Schwing  ,42454,Banda 16,2,15484.5,1083.915,2322.675
A-8382,Assembly,Margarete Sauer  ,40874,Banda 15,4,15316.4,765.82,2144.296
A07613,Assembly,Oneida Cosio  ,41837,Banda 15,3,8456,676.48,1099.28
G-7679,Hardware,Kimi Witter  ,42822,Banda 17,2,27339.3,1913.751,273.393
A08376,Assembly,Gerente,43023,Banda 15,3,13661,683.05,683.05
R-7788,Software,Shenika Lamont  ,40937,Banda 17,2,19144.8,1531.584,2488.824
G07301,Software,Jordon Deschamp  ,42559,Banda 19,3,58585,4100.95,4686.8
R-7983,Hardware,Edyth Judkins  ,42993,Banda 15,3,13271,1194.39,530.84
G08059,Hardware,Kandace Navin  ,41408,Banda 15,3,14898,1340.82,1340.82
G-8099,Assembly,Sha Desimone  ,42972,Banda 16,3,22226,1111.3,1333.56
L-8123,Assembly,Laverna Goble  ,40977,Banda 15,4,11876.7,712.602,237.534
A-7465,Software,Anastacia Delacruz  ,42393,Banda 16,3,17255,1725.5,345.1
G-7706,Assembly,Juliet Pass  ,40753,Banda 15,1,10755.75,860.46,1290.69
G08414,Assembly,Enrique Kehrer  ,41723,Banda 15,3,12099,604.95,483.96
R-7661,Software,Oneida Cosio  ,41935,Banda 19,4,51117,4600.53,6645.21
L-7660,Assembly,Cristopher Stroble  ,42718,Banda 15,2,8599.5,859.95,515.97
L-7396,Assembly,Laverna Goble  ,42611,Banda 17,3,22187,1774.96,887.48
L-7514,Hardware,Shenika Lamont  ,42240,Banda 15,4,16973,848.65,1527.57
A08115,Software,Adelia Monty  ,40748,Banda 16,3,19233,1153.98,1346.31
L-7862,Software,Tanner Cambridge  ,41336,Banda 17,1,18328.5,1282.995,549.855
G-7535,RESO,Enrique Kehrer  ,40654,Banda 15,4,9938.5,993.85,596.31
A-7344,Software,Cristopher Stroble  ,41627,Banda 16,2,18732.6,1873.26,1685.934
L07947,Software,Mayme Gorney  ,41790,Banda 17,3,22756,1820.48,1365.36
L-8145,Software,Gemma Percell  ,40506,Banda 18,3,34587,1729.35,1037.61
R-7378,Hardware,Shenika Lamont  ,42154,Banda 17,2,19086.3,1908.63,1717.767
R-8032,Assembly,Frankie Koester  ,40887,Banda 18,5,43807.5,4380.75,3942.675
G-7835,Software,Krystyna Summerlin  ,41081,Banda 16,2,19578.6,1566.288,587.358
R-7499,Business Services,Erich Gattis  ,42049,Banda 15,3,8922,892.2,178.44
G07414,Hardware,Tyrell Herrmann  ,42102,Banda 15,3,11749,1057.41,939.92
R07579,Administration,Juliet Pass  ,43010,Banda 16,3,20386,1019.3,1630.88
L08175,Assembly,Colene Apicella  ,40933,Banda 15,2,13607.1,1088.568,1360.71
R08496,Software,Audrie Ehlert  ,40916,Banda 19,2,38447.1,2306.826,2306.826
L08268,Assembly,Mayme Gorney  ,42792,Banda 15,3,8126,650.08,975.12
L07355,Assembly,Lynne Gainey  ,41235,Banda 15,3,9151,823.59,274.53
R-8050,Hardware,Margurite Everton  ,42798,Banda 15,3,8003,720.27,1200.45
A-8116,Software,Leontine Longacre  ,41593,Banda 15,3,9453,756.24,1417.95
G07633,Software,Jeni Buchman  ,41308,Banda 15,3,9123,456.15,638.61
G-8143,Software,Herlinda Thorp  ,42180,Banda 15,2,10700.1,1070.01,428.004
A08268,Hardware,Janene Wellman  ,40530,Banda 15,5,13480,943.6,674
R07427,Hardware,Leontine Longacre  ,42545,Banda 16,3,15650,782.5,626
R-7915,Assembly,Della Muniz  ,41871,Banda 20,5,98327.5,5899.65,5899.65
G08464,Business Services,Sandy Mcgrady  ,41957,Banda 16,4,21398.3,1925.847,213.983
G08220,Software,Kandace Navin  ,41370,Banda 15,4,8850.6,885.06,531.036
R07547,Hardware,Edyth Judkins  ,41093,Banda 15,4,15238.3,761.915,2133.362
R07771,Hardware,Sandy Mcgrady  ,42509,Banda 15,2,10345.5,827.64,517.275
L-7367,Software,Mary Herb  ,40780,Banda 15,3,9908,594.48,1387.12
R07451,Software,Geraldo Marty  ,42126,Banda 16,2,14904,894.24,298.08
G07907,Software,Cristopher Stroble  ,42187,Banda 16,3,19971,1597.68,1397.97
L-7525,Hardware,Lindsey Eckel  ,42594,Banda 15,3,14892,1340.28,148.92
L-7532,Software,Pandora Chang  ,42191,Banda 16,4,20090.4,1607.232,1205.424
A07612,Hardware,Coreen Washer  ,42353,Banda 15,4,10067.2,906.048,1107.392
A-7700,Assembly,Shannan Dingess  ,42443,Banda 15,1,11388,1138.8,455.52
A08340,Hardware,Heide Kardos  ,41322,Banda 15,3,13924,1253.16,1949.36
L08166,Business Services,Johnette Chapple  ,42064,Banda 15,2,10521,631.26,1157.31
G07527,Marketing,Willian Lahr  ,40867,Banda 16,3,16671,1000.26,500.13
R-8313,Assembly,Coreen Washer  ,42424,Banda 15,4,10506.1,840.488,1155.671
L08482,Software,Shonta Stefan  ,40866,Banda 17,4,31364.3,2509.144,3450.073
A-7904,Assembly,Nelia Sellner  ,42067,Banda 15,3,14398,863.88,1583.78
A-7816,Software,Sha Desimone  ,40640,Banda 17,4,29404.1,2940.41,2646.369
G08006,Software,Johnette Chapple  ,41787,Banda 15,4,9167.4,458.37,1283.436
L08054,Assembly,Elma Matheney  ,41434,Banda 17,1,22517.25,1351.035,1801.38
A08076,Hardware,Margarete Sauer  ,41927,Banda 17,2,19244.7,1732.023,769.788
A-7830,Hardware,Brigida Arzate  ,42227,Banda 15,4,16520.9,1321.672,1321.672
L07469,Hardware,Trudy Gaulding  ,41725,Banda 15,3,14364,861.84,430.92
R07818,Hardware,Roosevelt Saleem  ,41660,Banda 15,4,13431,671.55,671.55
G07712,Recursos Humanos,Hanh Kohut  ,41954,Banda 16,2,19958.4,997.92,2594.592
A07995,Software,Lean Hersom  ,40911,Banda 15,2,7644.6,382.23,917.352
R07339,Software,Porsche Lockamy  ,42707,Banda 20,3,92586,9258.6,11110.32
R-8151,Administration,Elma Matheney  ,40860,Banda 15,4,13165.9,789.954,1579.908
A-7835,Marketing,Trudy Gaulding  ,42281,Banda 15,3,10304,1030.4,927.36
A-7562,Assembly,Elton Verrier  ,40701,Banda 16,2,13799.7,965.979,275.994
L08179,Hardware,Gabrielle Merriman  ,41641,Banda 15,3,11889,1070.01,951.12
L-8451,Recursos Humanos,Jeni Buchman  ,41265,Banda 15,2,13275,796.5,929.25
A08097,Administration,Clara Lamas  ,42895,Banda 18,5,50763.75,5076.375,7614.5625
L07816,Software,Lyla Falzone  ,42206,Banda 18,3,33847,1692.35,4738.58
R-7667,Software,Susanna Vosburgh  ,42903,Banda 15,2,7248.6,652.374,1014.804
R-8005,Hardware,Audrie Ehlert  ,43045,Banda 15,3,8255,825.5,82.55
L-7368,Software,Heide Kardos  ,40768,Banda 16,3,17166,858.3,2403.24
A-8267,Assembly,Anastacia Delacruz  ,41360,Banda 15,3,8167,490.02,816.7
R-8081,Hardware,Henry Maberry  ,40959,Banda 15,5,14245,997.15,1424.5
L07430,Assembly,Brigida Arzate  ,41825,Banda 17,5,36257.5,2175.45,1087.725
L07307,Assembly,Elayne Gauger  ,42794,Banda 15,4,11539,1038.51,1038.51
A-7311,Software,Jordon Deschamp  ,41435,Banda 16,2,14803.2,1184.256,1776.384
A07959,Software,Tanner Cambridge  ,41623,Banda 19,3,51893,5189.3,4151.44
R-8155,Assembly,Edyth Judkins  ,41361,Banda 16,3,18726,1310.82,1310.82
G-8110,Assembly,Alysia Thaxton  ,40563,Banda 17,2,28031.4,2803.14,2242.512
R-8083,Software,Aretha Newbern  ,42363,Banda 15,4,10473.1,942.579,733.117
R-8259,Software,Sarai Darosa  ,42482,Banda 18,2,29241.9,2924.19,2046.933
G-7994,Hardware,Ladawn Karner  ,41253,Banda 15,3,11781,1178.1,1178.1
R08066,Hardware,Aretha Newbern  ,41704,Banda 18,3,30978,1548.9,2478.24
G-8360,Software,Trudy Gaulding  ,42738,Banda 15,2,9919.8,892.782,297.594
R07957,Assembly,Sha Desimone  ,41660,Banda 18,3,45286,4528.6,3622.88
A08198,Hardware,Mary Herb  ,41042,Banda 15,3,10663,639.78,1386.19
L-8346,Software,Laverna Goble  ,41306,Banda 19,4,53138.8,3188.328,7439.432
L-7830,Software,Kelley Bonenfant  ,42967,Banda 17,2,23569.2,1178.46,1649.844
R-8098,Hardware,January Heslop  ,42281,Banda 17,5,38265,3443.85,4591.8
G-7806,Software,Candelaria Loya  ,42992,Banda 15,5,17928.75,896.4375,2689.3125
L-8321,Hardware,Jordon Deschamp  ,41322,Banda 17,3,21321,1705.68,3198.15
L08093,Assembly,Kimi Witter  ,42965,Banda 16,3,14816,1333.44,2074.24
R08265,Hardware,Sarai Darosa  ,41683,Banda 18,3,37259,2980.72,2980.72
G-8487,Hardware,Aisha Fermin  ,40905,Banda 17,4,31383,2824.47,2510.64
A08369,RESO,Della Muniz  ,42096,Banda 15,4,15988.5,1279.08,1598.85
G07441,Hardware,Jordon Deschamp  ,41881,Banda 16,5,25453.75,2036.3,2036.3
A-7603,Software,Shannan Dingess  ,40763,Banda 16,5,26987.5,2428.875,2698.75
G-8084,Assembly,Aretha Newbern  ,43023,Banda 16,4,24963.4,2496.34,249.634
G-7590,Software,Lindsey Eckel  ,41265,Banda 20,5,108710,9783.9,14132.3
R07587,Hardware,Elma Matheney  ,42546,Banda 16,4,21353.2,2135.32,1281.192
G07587,Assembly,Janene Wellman  ,40606,Banda 15,3,12418,993.44,1490.16
L07757,Software,Tanner Cambridge  ,41188,Banda 15,3,9758,975.8,390.32
R-8363,Hardware,Earnest Anderton  ,41622,Banda 15,2,7317.9,658.611,73.179
L07784,Software,Marinda Skelley  ,41680,Banda 15,3,9738,681.66,973.8
L-7840,Assembly,Sha Desimone  ,41089,Banda 17,2,26419.5,2113.56,1056.78
L-7310,Assembly,Janene Wellman  ,42449,Banda 15,1,7713,462.78,77.13
A08382,Hardware,Adalberto Mcferrin  ,41712,Banda 15,2,13138.2,1313.82,525.528
R-7501,Assembly,Gemma Percell  ,42602,Banda 16,3,22626,2262.6,1583.82
G07425,Hardware,Kimi Witter  ,42758,Banda 16,4,17981.7,1618.353,359.634
R-7754,Assembly,Concepcion Sevin  ,40504,Banda 15,3,11740,1174,1174
G08124,Software,Shenika Lamont  ,42412,Banda 17,4,31234.5,1561.725,3435.795
R07836,Hardware,Sha Desimone  ,41653,Banda 15,3,8830,794.7,1147.9
G08265,Software,Kandace Navin  ,42990,Banda 17,3,30964,1857.84,3406.04
A07610,Software,Edyth Judkins  ,41369,Banda 17,2,27875.7,1951.299,1951.299
A-7841,Software,Jordon Deschamp  ,41385,Banda 16,2,18376.2,918.81,2388.906
A-8455,Software,Kandace Navin  ,40586,Banda 17,3,27838,1391.9,3062.18
A07918,Assembly,Kristan Botelho  ,40619,Banda 15,2,10865.7,869.256,1521.198
A08075,Hardware,Kristan Botelho  ,40759,Banda 17,4,26618.9,1863.323,1064.756
G-7361,Assembly,Roosevelt Saleem  ,41584,Banda 17,4,26408.8,1584.528,1848.616
A07457,Hardware,Margurite Everton  ,42168,Banda 16,3,15448,1390.32,617.92
A07381,Assembly,Wade Landen  ,42340,Banda 15,3,12158,607.9,243.16
A-7844,Software,Davina Farraj  ,42739,Banda 15,5,13837.5,691.875,1383.75
L07660,Assembly,Erich Gattis  ,42402,Banda 16,2,13709.7,822.582,959.679
G-7319,Hardware,Erich Gattis  ,40846,Banda 16,5,19450,972.5,778
A08138,Business Services,Santa Brister  ,41592,Banda 18,3,38392,1919.6,1535.68
L-7968,Assembly,Gaylord Damian  ,40943,Banda 15,4,14633.3,877.998,438.999
G-7823,Business Services,Sandy Faison  ,40727,Banda 16,5,24948.75,1496.925,3492.825
L-7460,Hardware,Edwardo Hardrick  ,41684,Banda 18,3,45921,3214.47,1377.63
L07405,Software,Ileen Reynosa  ,40785,Banda 19,4,53264.2,3195.852,1597.926
A07764,Assembly,Adalberto Mcferrin  ,41727,Banda 16,3,22221,2222.1,666.63
R07537,Hardware,Audrie Ehlert  ,41732,Banda 18,2,35046,3154.14,4906.44
L-7667,Software,Cristopher Stroble  ,41670,Banda 17,3,31814,2545.12,2545.12
L-7971,Assembly,Margarete Sauer  ,42093,Banda 16,2,17156.7,1029.402,343.134
R-7909,Software,Sandy Mcgrady  ,40526,Banda 16,4,25220.8,1261.04,504.416
A-7884,Software,Juliet Pass  ,41578,Banda 17,1,19176,1917.6,1725.84
L07599,Hardware,Noble Portis  ,42097,Banda 15,3,12306,738.36,369.18
G07378,Software,Shenika Lamont  ,42459,Banda 16,3,22907,1145.35,2977.91
L08322,Software,Elma Matheney  ,42950,Banda 17,1,16478.25,823.9125,1318.26
L07756,Software,Shonta Stefan  ,41507,Banda 15,3,15243,1219.44,1219.44
L08137,Software,Gemma Percell  ,42528,Banda 15,4,9806.5,882.585,1274.845
G08187,Hardware,Charisse Weist  ,42075,Banda 17,3,29935,2095.45,2993.5
L-7948,Software,Colene Apicella  ,41193,Banda 15,3,10556,633.36,1583.4
R-7938,Assembly,Nena Custis  ,42312,Banda 16,4,19670.2,1376.914,786.808
G-8000,Assembly,Gaylord Damian  ,42713,Banda 16,4,24252.8,1212.64,2182.752
G-7927,Software,Candelaria Loya  ,40926,Banda 15,2,7586.1,758.61,531.027
R-7927,Administration,Henry Maberry  ,42331,Banda 15,2,10904.4,981.396,763.308
R07997,Recursos Humanos,Brigida Arzate  ,40518,Banda 15,2,10857.6,651.456,217.152
A-7449,Hardware,Trudy Gaulding  ,40511,Banda 17,3,24849,2484.9,3230.37
L07947,Assembly,Marinda Skelley  ,42360,Banda 15,4,12079.1,603.955,845.537
G08355,Business Services,Herlinda Thorp  ,42817,Banda 15,4,16663.9,1166.473,666.556
A-8105,Assembly,Lourie Ealy  ,41987,Banda 15,4,15632.1,781.605,625.284
G-7666,Software,Erich Gattis  ,42540,Banda 18,3,42046,2102.3,2522.76
L-7514,Assembly,Aisha Fermin  ,42770,Banda 16,4,25274.7,1263.735,1263.735
R07390,Hardware,Nena Custis  ,42522,Banda 15,3,11669,1166.9,1283.59
G08170,Assembly,Jeni Buchman  ,41653,Banda 19,4,66631.4,4664.198,3331.57
R-8462,Assembly,Porsche Lockamy  ,42438,Banda 17,3,25112,2511.2,1506.72
R-8302,Assembly,Coreen Washer  ,41421,Banda 15,3,10030,802.4,702.1
L07639,Software,Sandy Mcgrady  ,42167,Banda 17,4,30048.7,2403.896,600.974
A08494,Hardware,Cristopher Stroble  ,42119,Banda 15,3,13014,1041.12,1301.4
R-7783,Software,Brigida Arzate  ,42888,Banda 19,3,56775,3406.5,2838.75
R07492,Administration,Alysia Thaxton  ,41655,Banda 15,4,13270.4,928.928,1592.448
L07585,Software,Emmy Trader  ,42057,Banda 16,3,18543,1668.87,1483.44
R-7650,Assembly,Tomoko Parente  ,41219,Banda 15,2,11464.2,573.21,458.568
G-7643,Recursos Humanos,Clara Lamas  ,41235,Banda 16,4,23273.8,1163.69,1163.69
A-7644,Assembly,Marinda Skelley  ,40517,Banda 15,4,9858.2,788.656,394.328
A07680,Hardware,Marinda Skelley  ,42318,Banda 15,2,12133.8,1213.38,1456.056
L-7865,Hardware,Edyth Judkins  ,41791,Banda 16,4,22045.1,1984.059,2424.961
R-8232,Software,Margarete Sauer  ,42786,Banda 15,3,15192,1367.28,151.92
L07953,Assembly,Nena Custis  ,40677,Banda 16,3,18231,1093.86,2734.65
A-7330,Hardware,Frankie Koester  ,41896,Banda 15,3,13797,1379.7,1103.76
A-8003,Hardware,Elayne Gauger  ,40983,Banda 15,2,11709.9,702.594,1522.287
L08116,Software,Adelia Monty  ,40989,Banda 15,2,11108.7,1110.87,111.087
R-8410,Assembly,Concepcion Sevin  ,42978,Banda 17,4,33057.2,3305.72,3966.864
G-7497,Assembly,Tyrell Herrmann  ,41223,Banda 15,2,9121.5,547.29,273.645
L07346,Hardware,Della Muniz  ,41269,Banda 16,4,24182.4,1692.768,483.648
G-7366,Administration,Hanh Kohut  ,41544,Banda 15,2,12210.3,1098.927,1221.03
R-8424,Assembly,Herlinda Thorp  ,42894,Banda 15,3,8632,604.24,1208.48
G-7357,Hardware,Earnest Anderton  ,42843,Banda 15,4,15697,1255.76,2040.61
G07794,Hardware,Juliet Pass  ,42517,Banda 16,4,21781.1,1960.299,871.244
R07574,Marketing,Concepcion Sevin  ,41836,Banda 15,3,15124,756.2,1512.4
A-7334,Software,Laverna Goble  ,42520,Banda 15,1,8483.25,678.66,1017.99
L-7302,Hardware,Emmy Trader  ,41313,Banda 20,3,63519,3811.14,7622.28
R07706,Assembly,Emmy Trader  ,40979,Banda 15,2,13796.1,965.727,137.961
L-7828,Assembly,Kristan Botelho  ,41570,Banda 17,2,23926.5,1196.325,3110.445
A07891,Software,Aretha Newbern  ,42621,Banda 15,3,12460,1246,1246
L08144,Administration,Sterling Huston  ,40508,Banda 15,4,12410.2,1116.918,620.51
A07862,Software,Della Muniz  ,41600,Banda 15,4,9790,685.3,391.6
L08037,Software,Adelia Monty  ,42878,Banda 15,4,15225.1,1065.757,1522.51
R-7651,RESO,Sarai Darosa  ,41484,Banda 17,2,25269.3,2526.93,3790.395
A08369,Marketing,January Heslop  ,41581,Banda 16,3,18370,1469.6,551.1
A-7496,Hardware,Frankie Koester  ,41783,Banda 15,4,12192.4,609.62,1463.088
A-7466,Administration,Mayra Stead  ,42194,Banda 17,2,28840.5,2884.05,3172.455
A08136,Software,Tomoko Parente  ,42766,Banda 16,1,11894.25,1189.425,713.655
R-7558,Software,Shonta Stefan  ,40637,Banda 16,3,15043,1353.87,1203.44
R-8258,Recursos Humanos,Gabrielle Merriman  ,41866,Banda 15,4,13238.5,1191.465,132.385
R07974,Assembly,Margareta Schwing  ,42205,Banda 15,2,9029.7,632.079,541.782
L-7337,Hardware,Kandace Navin  ,40886,Banda 16,3,18501,1295.07,1110.06
G07752,RESO,Sandy Mcgrady  ,40705,Banda 17,3,31605,3160.5,632.1
G08212,Hardware,Sarai Darosa  ,41428,Banda 17,2,24266.7,2426.67,2912.004
G-8457,RESO,Clara Lamas  ,42126,Banda 19,4,52226.9,4178.152,2611.345
G07499,Assembly,Aisha Fermin  ,41365,Banda 19,4,53568.9,4821.201,535.689
G-8389,RESO,Sandy Mcgrady  ,42689,Banda 15,1,7823.25,704.0925,860.5575
L07675,Hardware,Sterling Huston  ,41121,Banda 15,3,8561,599.27,770.49
R07500,Software,Roosevelt Saleem  ,40935,Banda 15,3,11851,1066.59,1540.63
A07545,Assembly,Ladawn Karner  ,43004,Banda 15,5,16656.25,1332.5,2498.4375
R-8090,Software,Ileen Reynosa  ,42708,Banda 16,2,16462.8,1646.28,1317.024
G-7559,Software,Lourie Ealy  ,42762,Banda 16,2,14358.6,1292.274,1148.688
R-7623,Software,Porsche Lockamy  ,42446,Banda 16,2,16422.3,1642.23,1642.23
R07340,Software,Erich Gattis  ,41842,Banda 20,3,117601,8232.07,8232.07
L-7532,Software,Oneida Cosio  ,40963,Banda 18,4,37618.9,3009.512,4514.268
L-7501,Software,Frankie Koester  ,42152,Banda 18,2,31581,1894.86,2210.67
G08291,Software,Gabrielle Merriman  ,42262,Banda 15,4,16881.7,1012.902,1519.353
R07923,Software,Clara Lamas  ,41377,Banda 18,3,41703,2919.21,5838.42
R-7302,RESO,Shenika Lamont  ,42951,Banda 15,3,10744,1074.4,859.52
A-7465,Hardware,Susanna Vosburgh  ,41852,Banda 15,3,11010,880.8,440.4
A-7787,Software,Emmy Trader  ,42229,Banda 15,3,15191,759.55,455.73
L-8364,Business Services,Frankie Koester  ,42924,Banda 16,3,15333,1379.97,613.32
L08441,Hardware,Nathalie Boettcher  ,40630,Banda 20,2,107525.7,5376.285,10752.57
L-8310,Software,Margareta Schwing  ,42936,Banda 15,3,9926,496.3,496.3
A07877,Hardware,Anastacia Delacruz  ,40640,Banda 15,3,13594,951.58,1087.52
G-8497,Software,Jordon Deschamp  ,42571,Banda 15,3,9191,735.28,919.1
L07487,Hardware,Clara Lamas  ,42813,Banda 17,4,23139.6,1619.772,2776.752
A-7747,Hardware,Wade Landen  ,41216,Banda 15,2,7618.5,761.85,838.035
R-8322,Hardware,Emmy Trader  ,42735,Banda 15,3,15070,1054.9,753.5
L-7540,Marketing,Mayme Gorney  ,42369,Banda 15,2,9598.5,671.895,383.94
L-7412,Assembly,Frankie Koester  ,40775,Banda 15,5,19372.5,1162.35,2324.7
G-7876,Hardware,Nelia Sellner  ,43033,Banda 17,4,33104.5,2979.405,4965.675
A07880,Software,Geraldo Marty  ,42318,Banda 15,3,12614,630.7,756.84
R-7302,Hardware,Quinn Coller  ,42653,Banda 15,2,8013.6,801.36,881.496
A-7779,Software,Juliet Pass  ,41587,Banda 18,2,27122.4,1356.12,1356.12
A07465,Software,Jayme Tolleson  ,42765,Banda 15,2,7947,556.29,874.17
A07608,Assembly,Candelaria Loya  ,41258,Banda 15,3,13877,1110.16,1248.93
R07594,Assembly,Susanna Vosburgh  ,40689,Banda 15,4,15897.2,953.832,953.832
L-7661,Hardware,Shenika Lamont  ,40607,Banda 15,2,7411.5,370.575,1037.61
R-7479,Software,Marinda Skelley  ,41682,Banda 15,2,11750.4,705.024,1762.56
L07384,Software,Mayme Gorney  ,40802,Banda 17,3,24032,1441.92,961.28
L07588,Administration,Margareta Schwing  ,40505,Banda 18,2,39620.7,1981.035,2377.242
G08141,Assembly,Frankie Koester  ,41252,Banda 16,2,12616.2,1135.458,1640.106
A08055,Assembly,Della Muniz  ,40827,Banda 16,2,14282.1,856.926,1713.852
L07583,RESO,Santa Brister  ,41448,Banda 16,4,24191.2,1209.56,1451.472
G-8007,Software,Emmy Trader  ,42197,Banda 17,4,27446.1,1921.227,548.922
L07605,Assembly,Anastacia Delacruz  ,41416,Banda 15,3,15057,1204.56,903.42
G-8236,Assembly,Janene Wellman  ,42495,Banda 15,3,8097,566.79,809.7
L08397,Assembly,Quinn Coller  ,42473,Banda 15,3,12834,641.7,256.68
G-8261,Hardware,Juliet Pass  ,42230,Banda 16,3,19448,1944.8,972.4
L08315,Assembly,Erich Gattis  ,42571,Banda 16,5,25300,2024,759
R-7643,Assembly,Elayne Gauger  ,41924,Banda 15,2,10746.9,537.345,1504.566
G07826,Software,Wade Landen  ,42769,Banda 15,3,14288,1143.04,1143.04
L07444,Assembly,Lindsey Eckel  ,42775,Banda 16,3,17638,1763.8,1940.18
A07335,Administration,Edwardo Hardrick  ,41889,Banda 15,3,13413,938.91,1073.04
L-7655,Software,Ileen Reynosa  ,42487,Banda 15,4,12261.7,980.936,1839.255
G08472,Administration,Santa Brister  ,41310,Banda 15,1,7793.25,545.5275,389.6625
A08189,Hardware,Graciela Hufford  ,41826,Banda 15,3,11776,1177.6,1413.12
G-8042,Assembly,Janene Wellman  ,41082,Banda 18,2,36335.7,3270.213,2906.856
A-8137,Software,Candelaria Loya  ,41108,Banda 15,3,14777,1182.16,2068.78
R07840,Software,Coreen Washer  ,41811,Banda 15,4,11803,826.21,1652.42
L-7305,Assembly,Clara Lamas  ,41988,Banda 16,5,26595,1329.75,3191.4
L07923,Assembly,Ileen Reynosa  ,42034,Banda 17,3,30106,2107.42,1806.36
R07378,Hardware,Kandace Navin  ,40530,Banda 15,2,10442.7,522.135,835.416
L-7461,Hardware,Valeria Boothby  ,42611,Banda 16,2,17882.1,894.105,2145.852
