uid,area,gerente,fecha,banda,calificacion,salario,seguro
R07487,Assembly,Aisha Fermin  ,2017-05-15,Banda 15,4,11236.5,561.825
R07492,Software,Tomoko Vierra  ,2012-06-30,Banda 18,3,46065.0,3224.55
R07493,Software,Audrie Ehlert  ,2014-06-21,Banda 17,5,33992.5,1699.625
R07495,Marketing,Justa Boer  ,2016-08-27,Banda 20,3,116784.0,11678.4
R07500,Software,Gaylord Damian  ,2012-10-09,Banda 15,2,9558.9,955.89
R07505,Software,Shenika Lamont  ,2016-02-12,Banda 17,4,31234.5,1561.725
R07510,Assembly,Laverna Goble  ,2011-02-17,Banda 15,2,13490.1,1214.109
R07515,Finanzas,Sha Desimone  ,2015-01-22,Banda 17,3,25121.0,1256.05
R07523,Software,Nelia Sellner  ,2010-11-08,Banda 15,5,10485.0,943.65
R07524,Administration,Santa Brister  ,2011-09-24,Banda 16,1,12888.0,644.4
R07527,Software,Sandy Mcgrady  ,2015-03-20,Banda 15,3,9848.0,492.4
R07528,Hardware,Valeria Boothby  ,2016-08-29,Banda 16,2,17882.1,894.105
R07531,Hardware,Concepcion Sevin  ,2016-07-01,Banda 15,3,15216.0,1217.28
R07537,Assembly,Pandora Chang  ,2015-07-19,Banda 15,5,17467.5,1397.4
R07538,Software,Aisha Fermin  ,2010-11-25,Banda 15,4,13834.7,691.735
R07539,Software,Elayne Gauger  ,2014-12-20,Banda 15,4,11960.3,837.221
R07543,Software,Alysia Thaxton  ,2017-03-01,Banda 15,4,16485.7,1318.856
R07547,Assembly,Leontine Longacre  ,2014-01-18,Banda 15,3,12642.0,758.52
R07554,Hardware,Jordon Deschamp  ,2014-02-04,Banda 15,3,11413.0,1027.17
R07556,Ventas,Janene Wellman  ,2012-01-05,Banda 16,4,18986.0,1708.74
R07562,Finanzas,Mayme Gorney  ,2016-11-06,Banda 15,1,8859.75,442.9875
R07565,Assembly,Juliet Pass  ,2013-01-17,Banda 19,4,50141.3,4011.304
R07566,Hardware,Daysi Armas  ,2015-03-25,Banda 16,3,16713.0,1504.17
R07568,Software,Tyrell Herrmann  ,2016-07-11,Banda 18,2,36772.2,1838.61
R07570,Business Services,Hanh Kohut  ,2013-07-05,Banda 15,3,15047.0,1354.23
R07571,Administration,Kandace Navin  ,2016-08-01,Banda 15,3,10468.0,1046.8
R07574,Assembly,Nelia Sellner  ,2014-07-11,Banda 15,3,10511.0,840.88
R07579,Hardware,Erich Gattis  ,2014-12-08,Banda 18,3,38074.0,2665.18
R07585,Ventas,Daysi Armas  ,2013-03-19,Banda 15,3,13382.0,936.74
R07587,Software,Pandora Chang  ,2011-02-03,Banda 19,3,56680.0,2834.0
R07588,Hardware,Geraldo Marty  ,2012-05-29,Banda 15,1,9270.0,834.3
R07593,Ventas,Daysi Armas  ,2017-10-12,Banda 17,3,32258.0,2903.22
R07594,Software,Mayme Gorney  ,2017-04-25,Banda 16,3,19689.0,1575.12
R07596,Hardware,Gerente,2011-09-25,Banda 18,5,48911.25,2445.5625
R07597,Finanzas,Anastacia Delacruz  ,2016-03-06,Banda 16,2,18048.6,1443.888
R07598,Assembly,Susanna Vosburgh  ,2017-07-26,Banda 16,4,20007.9,1400.5529999999999
R07599,Hardware,Elayne Gauger  ,2012-03-15,Banda 15,2,11709.9,702.5939999999999
R07609,Ventas,Wade Landen  ,2012-08-27,Banda 15,3,8722.0,523.32
R07611,Software,Gaylord Damian  ,2016-10-24,Banda 15,2,13209.3,1188.837
R07615,Administration,Tomoko Parente  ,2016-01-28,Banda 16,3,17577.0,878.85
R07617,Assembly,Sha Desimone  ,2012-06-27,Banda 15,3,8992.0,809.28
R07619,Business Services,Susanna Vosburgh  ,2016-06-18,Banda 15,1,9922.5,496.125
R07622,Finanzas,Justa Boer  ,2012-12-23,Banda 15,3,12619.0,630.95
R07631,Hardware,Heide Kardos  ,2013-12-16,Banda 15,1,6621.75,397.305
R07634,Software,Jeane Putney  ,2017-09-21,Banda 16,3,19743.0,1184.58
R07636,Hardware,Elma Matheney  ,2012-05-29,Banda 15,2,9110.7,455.535
R07637,Hardware,Tanner Cambridge  ,2016-05-31,Banda 15,4,9650.3,868.5269999999999
R07639,Hardware,Candelaria Loya  ,2015-11-30,Banda 15,4,9879.1,790.328
R07640,Software,January Heslop  ,2011-04-07,Banda 16,4,25271.4,2274.426
R07641,Software,Edwardo Hardrick  ,2013-11-24,Banda 15,4,12922.8,1292.28
R07645,Finanzas,Tyrell Herrmann  ,2012-09-08,Banda 20,3,79322.0,6345.76
R07648,Hardware,Janene Wellman  ,2011-04-16,Banda 16,3,21930.0,1754.4
R07650,Software,Johnette Chapple  ,2013-04-02,Banda 16,2,20300.4,1421.0279999999998
R07652,Marketing,Saundra Smiddy  ,2016-07-06,Banda 17,2,20361.6,1221.6960000000001
R07654,Software,Shenika Lamont  ,2012-12-02,Banda 15,3,13780.0,689.0
R07655,Assembly,Colene Apicella  ,2016-09-02,Banda 15,5,18163.75,1089.825
R07656,Business Services,Jeane Putney  ,2011-08-09,Banda 15,4,15394.5,1231.56
R07657,Assembly,Saundra Smiddy  ,2011-01-17,Banda 15,4,13855.6,1247.004
R07658,Hardware,Tanner Cambridge  ,2013-04-03,Banda 15,4,8996.9,449.845
R07659,Administration,Roosevelt Saleem  ,2012-06-25,Banda 15,3,13957.0,1116.56
R07660,Hardware,Jayme Tolleson  ,2011-08-16,Banda 15,4,13370.5,1337.05
R07661,Software,Ileen Reynosa  ,2016-12-04,Banda 16,2,16462.8,1646.28
R07665,Finanzas,Tyrell Herrmann  ,2014-06-04,Banda 18,2,30257.1,1512.855
R07666,Assembly,Willian Lahr  ,2011-12-18,Banda 19,4,52889.1,2644.455
R07667,Assembly,Tyrell Herrmann  ,2014-08-01,Banda 15,2,9174.6,550.476
R07670,Software,Aisha Fermin  ,2014-09-28,Banda 15,3,12823.0,769.38
R07673,Hardware,Geraldo Marty  ,2016-08-21,Banda 16,3,18504.0,1480.32
R07676,Marketing,Henry Maberry  ,2010-12-12,Banda 15,2,12945.6,1165.104
R07681,Assembly,Erich Gattis  ,2011-11-25,Banda 17,3,29082.0,2326.56
R07684,Finanzas,Earnest Anderton  ,2015-06-15,Banda 18,4,34387.1,2750.968
R07687,Assembly,Elayne Gauger  ,2016-03-04,Banda 15,2,8552.7,598.689
R07690,Assembly,Elma Matheney  ,2014-10-17,Banda 15,2,11899.8,713.988
R07704,Software,Lindsey Eckel  ,2013-06-15,Banda 16,2,16973.1,1018.3860000000001
R07706,Finanzas,Lourie Ealy  ,2011-03-22,Banda 15,4,8849.5,619.465
R07710,Hardware,Lyla Falzone  ,2014-05-02,Banda 15,4,12455.3,622.765
R07713,Software,Herlinda Thorp  ,2014-01-08,Banda 16,2,15394.5,1539.45
R07718,Hardware,Lindsey Eckel  ,2014-09-09,Banda 15,2,13357.8,1335.78
R07720,Software,Lean Hersom  ,2012-01-03,Banda 15,2,7644.6,382.23
R07722,Assembly,Geraldo Marty  ,2017-03-18,Banda 16,4,18265.5,1643.895
R07724,Hardware,Margurite Everton  ,2015-06-13,Banda 16,3,15448.0,1390.32
R07729,Software,Alysia Thaxton  ,2016-06-20,Banda 16,3,22385.0,1566.95
R07736,Hardware,Saundra Smiddy  ,2011-11-06,Banda 15,3,10750.0,860.0
R07738,Software,Kimberely Houtz  ,2017-08-15,Banda 15,3,14988.0,899.28
R07740,Administration,Edwardo Hardrick  ,2014-09-07,Banda 15,3,13413.0,938.91
R07741,Software,Laverna Goble  ,2013-03-04,Banda 18,2,27686.7,1661.2020000000002
R07744,Hardware,Aisha Fermin  ,2011-12-28,Banda 17,4,31383.0,2824.47
R07747,Assembly,Quinn Coller  ,2015-06-16,Banda 15,3,9274.0,834.66
R07748,Hardware,Coreen Washer  ,2012-06-13,Banda 15,5,10016.25,1001.625
R07750,Hardware,Kelley Bonenfant  ,2016-03-26,Banda 15,2,10047.6,602.856
R07754,Hardware,Audrie Ehlert  ,2012-10-04,Banda 16,4,25001.9,1750.1329999999998
R07757,Software,Adelia Monty  ,2012-03-21,Banda 15,2,11108.7,1110.87
R07758,Assembly,Porsche Lockamy  ,2012-09-16,Banda 16,3,21879.0,1093.95
R07760,Software,Frankie Koester  ,2015-05-28,Banda 18,2,31581.0,1894.86
R07762,Hardware,Mary Herb  ,2015-11-20,Banda 15,3,9371.0,749.68
R07767,Ventas,Mary Herb  ,2014-03-01,Banda 17,2,29194.2,2043.594
R07768,Software,Tanner Cambridge  ,2012-05-18,Banda 18,1,23064.0,1845.12
R07769,Assembly,Alysia Thaxton  ,2014-05-16,Banda 17,3,25047.0,1753.29
R07770,Software,Adalberto Mcferrin  ,2014-07-20,Banda 15,4,15600.2,780.01
R07771,Finanzas,Janene Wellman  ,2015-10-13,Banda 17,4,29606.5,2368.52
R07774,Software,Davina Farraj  ,2014-01-27,Banda 15,4,9003.5,900.35
R07775,Software,Juliet Pass  ,2011-01-04,Banda 17,4,33474.1,2343.187
R07783,Software,Veola Frase  ,2011-09-09,Banda 17,2,26116.2,1305.81
R07787,Software,Santa Brister  ,2017-03-18,Banda 15,3,9739.0,876.51
R07788,Assembly,Margurite Everton  ,2012-04-14,Banda 18,2,34017.3,2721.384
R07789,Hardware,Charisse Weist  ,2014-11-19,Banda 16,4,23522.4,1881.7920000000001
R07793,Assembly,Frankie Koester  ,2013-11-08,Banda 15,3,13890.0,694.5
R07796,Finanzas,Lourie Ealy  ,2013-12-28,Banda 15,2,10289.7,823.176
R07797,Software,Brigida Arzate  ,2013-01-23,Banda 16,3,19332.0,966.6
R07798,Software,Roosevelt Saleem  ,2012-09-09,Banda 15,3,10928.0,983.52
R07802,Assembly,Adelia Monty  ,2015-12-24,Banda 15,4,10359.8,621.5880000000001
R07803,Finanzas,Kandace Navin  ,2011-02-21,Banda 15,2,9863.1,887.679
R07805,Assembly,Tomoko Vierra  ,2016-09-15,Banda 15,5,15763.75,945.825
R07807,Software,Lourie Ealy  ,2017-01-27,Banda 16,2,14358.6,1292.274
R07808,Recursos Humanos,Pandora Chang  ,2013-04-03,Banda 15,3,9933.0,595.98
R07814,Ventas,Erich Gattis  ,2016-01-15,Banda 15,2,8572.5,428.625
R07818,Ventas,Sarai Darosa  ,2012-02-21,Banda 17,3,25986.0,1819.02
R07821,Marketing,Henry Maberry  ,2013-03-22,Banda 15,4,16209.6,1134.672
R07829,Ventas,Nena Custis  ,2015-08-09,Banda 15,4,12120.9,1212.09
R07830,Hardware,Shenika Lamont  ,2011-03-05,Banda 15,2,7411.5,370.575
R07832,Finanzas,Margareta Schwing  ,2012-03-12,Banda 15,3,11528.0,1152.8
R07834,Administration,Oneida Cosio  ,2011-05-20,Banda 18,3,39622.0,1981.1
R07835,Ventas,Susanna Vosburgh  ,2013-04-11,Banda 15,3,10699.0,641.94
R07836,Finanzas,Mayme Gorney  ,2015-03-21,Banda 15,2,9779.4,488.97
R07839,Finanzas,Aisha Fermin  ,2014-05-20,Banda 15,3,9663.0,579.78
R07840,Ventas,Lindsey Eckel  ,2014-03-03,Banda 15,3,11084.0,665.04
R07841,Assembly,Lynne Gainey  ,2017-04-23,Banda 15,2,9810.9,784.872
R07844,Software,Henry Maberry  ,2016-09-24,Banda 15,1,8325.0,832.5
R07845,Software,Kimi Witter  ,2012-10-01,Banda 15,5,19077.5,1907.75
R07850,Finanzas,Sandy Faison  ,2013-01-09,Banda 20,3,88853.0,6219.71
R07851,Assembly,Charisse Weist  ,2012-08-06,Banda 16,4,21052.9,1894.761
R07854,Finanzas,Frankie Koester  ,2014-12-28,Banda 18,3,43296.0,2164.8
R07859,Software,Ladawn Karner  ,2012-12-26,Banda 15,3,15317.0,1072.19
R07860,Hardware,Marinda Skelley  ,2011-10-12,Banda 15,5,17501.25,1400.1
R07864,Assembly,Sarai Darosa  ,2013-02-13,Banda 15,3,14166.0,1274.94
R07868,Hardware,Valeria Boothby  ,2015-11-29,Banda 17,2,26852.4,2416.716
R07871,Assembly,Valeria Boothby  ,2015-12-31,Banda 17,3,25131.0,1256.55
R07873,Ventas,Veola Frase  ,2017-05-21,Banda 18,3,40327.0,2016.35
R07890,Assembly,Kristan Botelho  ,2011-05-26,Banda 17,4,32534.7,2928.123
R07896,Hardware,Gerente,2015-12-10,Banda 16,4,20940.7,2094.07
R07900,Hardware,Noble Portis  ,2017-10-17,Banda 15,3,9127.0,821.43
R07901,Software,Kelley Bonenfant  ,2014-03-13,Banda 15,3,14918.0,1342.62
R07902,Software,Brigida Arzate  ,2014-07-16,Banda 16,3,22028.0,1321.68
R07903,Ventas,Jayme Tolleson  ,2013-10-20,Banda 15,4,11873.4,1068.606
R07905,Assembly,Enrique Kehrer  ,2014-03-22,Banda 15,3,11509.0,805.63
R07907,Ventas,Heide Kardos  ,2011-01-07,Banda 18,3,37107.0,2226.42
R07913,Software,Oneida Cosio  ,2013-07-08,Banda 15,2,8337.6,583.632
R07914,Software,Tomoko Vierra  ,2014-12-31,Banda 15,4,16340.5,1470.645
R07915,Finanzas,Lyla Falzone  ,2015-07-26,Banda 15,4,11609.4,580.47
R07916,Business Services,Elayne Gauger  ,2016-01-05,Banda 15,5,17272.5,1381.8
R07917,Finanzas,Kimi Witter  ,2011-10-08,Banda 16,2,13532.4,1082.5919999999999
R07920,Software,Sandy Faison  ,2014-08-18,Banda 15,2,11911.5,1072.035
R07923,Finanzas,Enrique KeRHer  ,2011-11-05,Banda 15,4,16311.9,1631.19
R07924,Administration,Mayra Stead  ,2016-01-11,Banda 15,3,13456.0,672.8
R07926,Assembly,Sha Desimone  ,2012-08-13,Banda 15,2,11099.7,887.9760000000001
R07932,Assembly,Shannan Dingess  ,2016-08-03,Banda 17,3,31517.0,2836.53
R07933,Hardware,Sandy Mcgrady  ,2013-06-26,Banda 18,3,40818.0,2857.26
R07934,Marketing,Lindsey Eckel  ,2013-04-29,Banda 15,4,9223.5,830.115
R07937,Finanzas,Coreen Washer  ,2017-06-19,Banda 18,2,31835.7,1591.785
R07941,Software,Clara Lamas  ,2015-09-25,Banda 15,4,14804.9,1036.343
R07944,Assembly,Lyla Falzone  ,2013-02-12,Banda 16,2,12944.7,1294.47
R07949,Software,Jordon Deschamp  ,2016-07-08,Banda 19,3,58585.0,4100.95
R07953,Assembly,Edyth Judkins  ,2010-12-16,Banda 16,3,19532.0,1367.24
R07954,Hardware,Cristopher Stroble  ,2017-02-12,Banda 18,4,43629.3,3926.637
R07957,Software,Candelaria Loya  ,2017-06-23,Banda 15,4,14203.2,710.16
R07969,Software,Shonta Stefan  ,2013-08-21,Banda 15,3,15243.0,1219.44
R07970,Hardware,Nelia Sellner  ,2014-05-01,Banda 15,3,14834.0,1483.4
R07974,Software,Heide Kardos  ,2016-06-05,Banda 15,3,10845.0,542.25
R07977,Hardware,Cristopher Stroble  ,2017-04-18,Banda 17,2,20515.5,1436.085
R07978,Recursos Humanos,Graciela Hufford  ,2016-04-04,Banda 15,3,8982.0,898.2
R07980,Software,Nena Custis  ,2011-05-18,Banda 15,2,10395.9,831.672
R07985,Finanzas,Jordon Deschamp  ,2014-06-07,Banda 15,3,8718.0,697.44
R07986,Gerencia,Justa Boer  ,2010-12-04,Banda 15,4,15258.1,762.905
R07993,Assembly,Colene Apicella  ,2011-03-25,Banda 16,3,14361.0,718.05
R07996,Software,Adalberto Mcferrin  ,2014-11-25,Banda 15,3,8714.0,522.84
R07997,Finanzas,Aretha Newbern  ,2017-05-20,Banda 16,1,14978.25,898.695
R08000,Ventas,Earnest Anderton  ,2011-09-07,Banda 15,2,9939.6,496.98
R08001,Software,Trudy Gaulding  ,2011-10-26,Banda 15,1,9018.0,811.62
R08009,Hardware,Jayme Tolleson  ,2017-10-09,Banda 15,3,10849.0,867.92
R08016,Assembly,Lindsey Eckel  ,2017-02-09,Banda 16,3,17638.0,1763.8
R08020,Software,Nelia Sellner  ,2012-04-11,Banda 15,2,13198.5,923.895
R08026,Administration,Ladawn Karner  ,2011-01-28,Banda 15,5,15657.5,782.875
R08031,Hardware,Colene Apicella  ,2015-04-21,Banda 19,3,44149.0,3973.41
R08034,Finanzas,Kelley Bonenfant  ,2013-04-21,Banda 19,2,39530.7,3162.4559999999997
R08036,Assembly,Kimberely Houtz  ,2014-01-16,Banda 16,4,24956.8,1746.976
R08038,Software,Kandace Navin  ,2013-04-06,Banda 15,4,8850.6,885.06
R08040,Software,Candelaria Loya  ,2011-01-03,Banda 17,3,28161.0,2816.1
R08041,Software,Sha Desimone  ,2015-03-18,Banda 17,4,23529.0,1176.45
R08042,Finanzas,Lindsey Eckel  ,2013-12-15,Banda 17,3,23091.0,1385.46
R08043,Finanzas,Roosevelt Saleem  ,2015-04-01,Banda 16,4,23009.8,1840.7839999999999
R08047,Finanzas,Margareta Schwing  ,2015-11-16,Banda 17,4,35690.6,2141.436
R08048,Software,Sarai Darosa  ,2013-09-20,Banda 16,5,26551.25,1327.5625
R08049,Administration,Sterling Huston  ,2010-11-26,Banda 15,4,12410.2,1116.9180000000001
R08052,Assembly,Santa Brister  ,2011-04-24,Banda 16,2,19229.4,1346.058
R08061,Software,Candelaria Loya  ,2012-07-18,Banda 15,3,14777.0,1182.16
R08065,Software,Clara Lamas  ,2015-10-19,Banda 18,3,35655.0,2495.85
R08066,Finanzas,Hanh Kohut  ,2011-04-18,Banda 15,3,8552.0,598.64
R08070,Software,Graciela Hufford  ,2015-12-17,Banda 15,3,14342.0,1290.78
R08073,Software,Justa Boer  ,2013-08-25,Banda 15,3,14634.0,1170.72
R08078,Software,Edwardo Hardrick  ,2016-06-16,Banda 15,2,12591.9,881.433
R08080,Software,Sandy Mcgrady  ,2016-12-09,Banda 15,4,10397.2,831.7760000000001
R08082,Business Services,Pandora Chang  ,2013-12-03,Banda 15,2,13798.8,965.916
R08084,Software,Hanh Kohut  ,2012-04-18,Banda 16,3,19151.0,1340.57
R08086,Software,Jeane Putney  ,2017-03-03,Banda 16,3,18413.0,920.65
R08092,Gerencia,Mary Herb  ,2015-01-22,Banda 15,2,9241.2,462.06
R08094,Finanzas,Laverna Goble  ,2015-07-09,Banda 16,2,15809.4,948.564
R08097,Software,Tyrell Herrmann  ,2011-12-25,Banda 15,3,10179.0,508.95
R08103,Software,Enrique Kehrer  ,2016-08-21,Banda 17,2,24344.1,1217.205
R08105,Software,Lean Hersom  ,2014-07-29,Banda 17,1,19034.25,1142.055
R08107,Marketing,Kelley Bonenfant  ,2016-02-29,Banda 16,2,17899.2,1073.952
R08108,Assembly,Edwardo Hardrick  ,2014-05-13,Banda 15,4,9904.4,891.3960000000001
R08109,Software,Audrea Franke  ,2014-07-30,Banda 15,2,9734.4,876.096
R08113,Ventas,Ladawn Karner  ,2014-02-17,Banda 15,2,10652.4,745.668
R08117,Administration,Coreen Washer  ,2012-10-26,Banda 15,4,9738.3,973.83
R08122,Assembly,Sandy Mcgrady  ,2015-05-28,Banda 20,3,114700.0,8029.0
R08123,Software,Heide Kardos  ,2017-10-12,Banda 15,4,16198.6,1133.902
R08124,Software,Herlinda Thorp  ,2015-04-29,Banda 15,4,14493.6,1014.552
R08125,Finanzas,Margurite Everton  ,2014-10-24,Banda 16,2,18502.2,1295.154
R08132,Recursos Humanos,Audrie Ehlert  ,2014-06-29,Banda 15,3,14052.0,1124.16
R08140,Assembly,Kandace Navin  ,2012-07-15,Banda 16,2,14869.8,743.49
R08141,Software,Ileen Reynosa  ,2017-04-09,Banda 15,4,14711.4,1324.026
R08143,Software,Janene Wellman  ,2017-07-02,Banda 15,3,8103.0,486.18
R08149,Software,Kelley Bonenfant  ,2015-12-01,Banda 16,3,20832.0,1458.24
R08155,RESO,Cristopher Stroble  ,2014-10-31,Banda 15,5,15063.75,903.825
R08157,Hardware,Aisha Fermin  ,2013-06-30,Banda 16,2,19558.8,977.94
R08159,Software,Marinda Skelley  ,2016-02-02,Banda 17,3,22294.0,1337.64
R08161,Software,Adelia Monty  ,2013-10-23,Banda 15,3,10440.0,1044.0
R08162,Hardware,Kimi Witter  ,2016-06-07,Banda 17,3,24659.0,2465.9
R08164,Software,Gabrielle Merriman  ,2016-06-05,Banda 15,4,13169.2,921.8439999999999
R08165,Recursos Humanos,Jeni Buchman  ,2015-12-21,Banda 20,3,114966.0,5748.3
R08170,Assembly,Tanner Cambridge  ,2011-08-27,Banda 17,5,40916.25,2454.975
R08171,Software,Enrique Kehrer  ,2015-04-16,Banda 17,2,22050.0,1984.5
R08174,Finanzas,Kristan Botelho  ,2014-09-24,Banda 15,2,12602.7,756.1619999999999
R08196,Ventas,Herlinda Thorp  ,2013-09-01,Banda 16,2,19179.9,1342.5929999999998
R08197,Hardware,Brigida Arzate  ,2017-05-09,Banda 15,3,15256.0,1525.6
R08198,Assembly,Emmy Trader  ,2012-03-11,Banda 15,2,13796.1,965.727
R08202,Hardware,Gabrielle Merriman  ,2014-01-02,Banda 15,3,11889.0,1070.01
R08204,Assembly,Justa Boer  ,2012-01-18,Banda 15,5,11802.5,1062.225
R08217,Software,Cristopher Stroble  ,2015-02-14,Banda 17,3,27646.0,2764.6
R08219,Administration,Krystyna Summerlin  ,2013-03-10,Banda 15,1,7245.75,724.575
R08222,Assembly,Mayme Gorney  ,2017-02-26,Banda 15,3,8126.0,650.08
R08224,Finanzas,Lyla Falzone  ,2012-01-17,Banda 15,3,10093.0,908.37
R08235,Software,Margarete Sauer  ,2015-01-01,Banda 16,2,15939.0,796.95
R08236,Hardware,Gaylord Damian  ,2013-11-11,Banda 18,2,27348.3,2461.347
R08242,Marketing,Krystyna Summerlin  ,2017-07-17,Banda 19,3,47926.0,2875.56
R08246,Finanzas,Margurite Everton  ,2017-04-28,Banda 18,2,30586.5,3058.65
R08248,Software,Sandy Faison  ,2012-03-01,Banda 16,3,16634.0,831.7
R08253,Hardware,Brigida Arzate  ,2015-07-10,Banda 15,5,11311.25,791.7875
R08254,Hardware,Edwardo Hardrick  ,2016-10-22,Banda 17,3,27492.0,2199.36
R08260,Ventas,Saundra Smiddy  ,2016-02-08,Banda 16,3,16378.0,982.68
R08262,Software,Quinn Coller  ,2012-12-20,Banda 15,4,13138.4,1313.84
R08265,Hardware,Willian Lahr  ,2017-10-18,Banda 16,5,25971.25,1558.275
R08266,Ventas,Brigida Arzate  ,2016-11-08,Banda 20,3,95488.0,4774.4
R08271,Gerencia,Oneida Cosio  ,2011-12-11,Banda 16,3,14989.0,1199.12
R08273,Software,Wade Landen  ,2015-05-10,Banda 17,4,29595.5,2071.685
R08275,Software,Elma Matheney  ,2016-06-15,Banda 19,3,49376.0,3950.08
R08286,Hardware,Tyrell Herrmann  ,2016-03-13,Banda 20,4,70726.7,5658.1359999999995
R08291,Hardware,January Heslop  ,2016-06-16,Banda 15,3,13216.0,792.96
R08292,Hardware,Saundra Smiddy  ,2016-09-17,Banda 15,4,16148.0,1614.8
R08293,Assembly,Emmy Trader  ,2014-07-23,Banda 15,3,8182.0,736.38
R08301,Hardware,Henry Maberry  ,2012-02-20,Banda 15,5,14245.0,997.15
R08302,Assembly,Kristan Botelho  ,2017-06-10,Banda 15,3,11003.0,1100.3
R08310,Administration,Jeni Buchman  ,2017-10-25,Banda 16,5,18087.5,1808.75
R08314,Assembly,Nena Custis  ,2015-06-04,Banda 17,2,29034.0,1742.04
R08315,Assembly,Ladawn Karner  ,2011-04-08,Banda 15,4,14020.6,841.2360000000001
R08318,Assembly,Jeane Putney  ,2013-03-26,Banda 17,4,29048.8,2033.4160000000002
R08322,Hardware,Lourie Ealy  ,2014-09-16,Banda 15,3,11077.0,664.62
R08333,Software,Emmy Trader  ,2016-03-18,Banda 17,3,25334.0,2026.72
R08339,Assembly,Earnest Anderton  ,2014-07-22,Banda 16,3,22315.0,2231.5
R08343,Software,Nathalie Boettcher  ,2014-03-06,Banda 16,3,18727.0,936.35
R08344,Hardware,Audrea Franke  ,2013-05-30,Banda 15,2,12302.1,984.168
R08348,Hardware,Oneida Cosio  ,2015-12-03,Banda 15,2,7256.7,653.1030000000001
R08353,Software,Saundra Smiddy  ,2011-04-15,Banda 15,4,12975.6,1038.048
R08359,Ventas,Ileen Reynosa  ,2017-03-02,Banda 16,2,18014.4,1441.152
R08366,Software,Jeane Putney  ,2010-12-26,Banda 17,1,16092.75,804.6375
R08371,Administration,Willian Lahr  ,2012-01-07,Banda 19,3,64634.0,5817.06
R08373,Assembly,Sandy Mcgrady  ,2016-12-18,Banda 16,1,16044.75,1283.58
R08376,Business Services,Lynne Gainey  ,2015-02-19,Banda 15,3,10615.0,955.35
R08382,Business Services,Roosevelt Saleem  ,2013-04-22,Banda 15,2,9288.9,464.445
R08386,Hardware,Pandora Chang  ,2012-10-01,Banda 16,5,20401.25,1428.0875
R08393,Assembly,Sandy Faison  ,2012-01-26,Banda 15,3,10815.0,973.35
R08394,Software,Brigida Arzate  ,2011-01-31,Banda 17,3,29267.0,1756.02
R08397,Software,Cristopher Stroble  ,2013-12-19,Banda 16,2,18732.6,1873.26
R08402,Business Services,Justa Boer  ,2016-05-13,Banda 15,3,8735.0,698.8
R08407,Assembly,Elayne Gauger  ,2013-11-12,Banda 15,3,9943.0,894.87
R08410,Recursos Humanos,Veola Frase  ,2012-05-04,Banda 20,2,107023.5,7491.645
R08414,Marketing,Shonta Stefan  ,2016-07-01,Banda 15,4,11743.6,939.488
R08415,Hardware,Wade Landen  ,2013-01-23,Banda 15,2,12903.3,774.198
R08420,Software,Candelaria Loya  ,2012-02-10,Banda 19,5,65862.5,6586.25
R08429,Hardware,January Heslop  ,2011-03-08,Banda 15,3,12445.0,1120.05
R08435,Hardware,Jeni Buchman  ,2011-09-01,Banda 18,4,38561.6,1928.08
R08438,Administration,Brigida Arzate  ,2014-09-13,Banda 15,3,14758.0,1475.8
R08441,Administration,Mary Herb  ,2014-01-03,Banda 16,3,17477.0,873.85
R08447,Assembly,Cristopher Stroble  ,2011-01-25,Banda 17,4,32513.8,1950.828
R08450,Recursos Humanos,Gabrielle Merriman  ,2014-07-14,Banda 16,3,16826.0,841.3
R08452,Finanzas,Aisha Fermin  ,2012-09-12,Banda 16,4,15856.5,1427.085
R08458,Hardware,Margareta Schwing  ,2012-03-09,Banda 16,2,16713.9,1337.112
R08459,Finanzas,Lynne Gainey  ,2015-07-23,Banda 17,4,27135.9,2170.8720000000003
R08460,Assembly,Oneida Cosio  ,2014-07-17,Banda 15,3,8456.0,676.48
R08461,RESO,Sandy Faison  ,2011-07-04,Banda 17,3,21391.0,1283.46
R08466,Ventas,Graciela Hufford  ,2010-11-27,Banda 16,2,12812.4,768.7439999999999
R08467,Recursos Humanos,Shenika Lamont  ,2017-10-02,Banda 17,3,28791.0,1439.55
R08474,Software,Emmy Trader  ,2014-11-12,Banda 15,4,10898.8,1089.88
R08475,Hardware,Gabrielle Merriman  ,2017-01-09,Banda 16,3,16151.0,1615.1
R08485,Marketing,Brigida Arzate  ,2015-10-27,Banda 15,3,14498.0,869.88
R08489,Software,Kimberely Houtz  ,2015-09-05,Banda 15,3,9399.0,939.9
R08492,Hardware,Henry Maberry  ,2012-11-18,Banda 15,2,12404.7,744.2819999999999
R08495,Assembly,Enrique Kehrer  ,2014-01-17,Banda 20,3,64339.0,6433.9
R08496,Ventas,Tomoko Vierra  ,2012-05-01,Banda 15,4,12920.6,775.2360000000001
R-7302,Assembly,Tomoko Vierra  ,2017-06-15,Banda 15,4,11871.2,830.9839999999999
R-7304,Ventas,Gerente,2015-04-12,Banda 19,3,61334.0,3680.04
R-7321,Assembly,Noble Portis  ,2015-08-25,Banda 18,3,45104.0,2706.24
R-7325,Hardware,Heide Kardos  ,2013-04-19,Banda 15,3,8330.0,666.4
R-7327,Hardware,Candelaria Loya  ,2015-01-04,Banda 17,3,27565.0,1653.9
R-7328,Assembly,Pandora Chang  ,2013-07-10,Banda 16,4,23982.2,1918.576
